filename,dcsr_compile,dcsr_assemble,dcsr_mean,dcsr_stdev,dcsr_median
k16_0.899_0.537_0.537_0.561_c862-r256_c1024.tns,B size: (256 x 64 x 256 x 1024), 49623516 bytes
k16_0.899_0.537_0.537_0.561_c862-r256_c2048.tns,B size: (256 x 32 x 256 x 2048), 45718004 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c4.tns,c size: (512 x 4), 16392 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c8.tns,c size: (512 x 8), 32776 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c16.tns,c size: (512 x 16), 65544 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c32.tns,c size: (512 x 32), 131080 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c64.tns,c size: (512 x 64), 262152 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c128.tns,c size: (512 x 128), 524296 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c256.tns,c size: (512 x 256), 1048584 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c512.tns,c size: (512 x 512), 2097160 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c1024.tns,B size: (128 x 64 x 512 x 1024), 49556956 bytes
k16_0.899_0.537_0.537_0.561_c862-r512_c2048.tns,B size: (128 x 32 x 512 x 2048), 45684212 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c4.tns,c size: (1024 x 4), 32776 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c8.tns,c size: (1024 x 8), 65544 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c16.tns,c size: (1024 x 16), 131080 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c32.tns,c size: (1024 x 32), 262152 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c64.tns,c size: (1024 x 64), 524296 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c128.tns,c size: (1024 x 128), 1048584 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c256.tns,c size: (1024 x 256), 2097160 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c512.tns,c size: (1024 x 512), 4194312 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c1024.tns,c size: (1024 x 1024), 8388616 bytes
k16_0.899_0.537_0.537_0.561_c862-r1024_c2048.tns,B size: (64 x 32 x 1024 x 2048), 45667316 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c4.tns,c size: (2048 x 4), 65544 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c8.tns,c size: (2048 x 8), 131080 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c16.tns,c size: (2048 x 16), 262152 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c32.tns,c size: (2048 x 32), 524296 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c64.tns,c size: (2048 x 64), 1048584 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c128.tns,c size: (2048 x 128), 2097160 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c256.tns,c size: (2048 x 256), 4194312 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c512.tns,c size: (2048 x 512), 8388616 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c1024.tns,c size: (2048 x 1024), 16777224 bytes
k16_0.899_0.537_0.537_0.561_c862-r2048_c2048.tns,c size: (2048 x 2048), 33554440 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c4.tns,c size: (4 x 4), 136 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c8.tns,c size: (4 x 8), 264 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c16.tns,B size: (16384 x 4096 x 4 x 16), 69569028 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c32.tns,c size: (4 x 32), 1032 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c64.tns,B size: (16384 x 1024 x 4 x 64), 67291684 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c128.tns,B size: (16384 x 512 x 4 x 128), 64895332 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c256.tns,B size: (16384 x 256 x 4 x 256), 61249292 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c512.tns,B size: (16384 x 128 x 4 x 512), 56286444 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c1024.tns,B size: (16384 x 64 x 4 x 1024), 50385084 bytes
k16_0.899_0.537_0.537_0.539_c862-r4_c2048.tns,B size: (16384 x 32 x 4 x 2048), 44363260 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c4.tns,c size: (8 x 4), 264 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c8.tns,c size: (8 x 8), 520 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c16.tns,B size: (8192 x 4096 x 8 x 16), 68843740 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c32.tns,B size: (8192 x 2048 x 8 x 32), 67543644 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c64.tns,B size: (8192 x 1024 x 8 x 64), 65413420 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c128.tns,B size: (8192 x 512 x 8 x 128), 62219308 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c256.tns,B size: (8192 x 256 x 8 x 256), 57930116 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c512.tns,B size: (8192 x 128 x 8 x 512), 52854540 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c1024.tns,B size: (8192 x 64 x 8 x 1024), 47523956 bytes
k16_0.899_0.537_0.537_0.539_c862-r8_c2048.tns,B size: (8192 x 32 x 8 x 2048), 42444316 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c4.tns,c size: (16 x 4), 520 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c8.tns,c size: (16 x 8), 1032 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c16.tns,c size: (16 x 16), 2056 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c32.tns,B size: (4096 x 2048 x 16 x 32), 65692228 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c64.tns,B size: (4096 x 1024 x 16 x 64), 62770356 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c128.tns,B size: (4096 x 512 x 16 x 128), 58945876 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c256.tns,B size: (4096 x 256 x 16 x 256), 54551412 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c512.tns,B size: (4096 x 128 x 16 x 512), 50039196 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c1024.tns,B size: (4096 x 64 x 16 x 1024), 45642980 bytes
k16_0.899_0.537_0.537_0.539_c862-r16_c2048.tns,B size: (4096 x 32 x 16 x 2048), 41385124 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c4.tns,c size: (32 x 4), 1032 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c8.tns,c size: (32 x 8), 2056 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c16.tns,c size: (32 x 16), 4104 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c32.tns,c size: (32 x 32), 8200 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c64.tns,B size: (2048 x 1024 x 32 x 64), 59517612 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c128.tns,B size: (2048 x 512 x 32 x 128), 55595340 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c256.tns,B size: (2048 x 256 x 32 x 256), 51766388 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c512.tns,B size: (2048 x 128 x 32 x 512), 48180748 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c1024.tns,B size: (2048 x 64 x 32 x 1024), 44600604 bytes
k16_0.899_0.537_0.537_0.539_c862-r32_c2048.tns,B size: (2048 x 32 x 32 x 2048), 40845100 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c4.tns,c size: (64 x 4), 2056 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c8.tns,c size: (64 x 8), 4104 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c16.tns,c size: (64 x 16), 8200 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c32.tns,c size: (64 x 32), 16392 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c64.tns,c size: (64 x 64), 32776 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c128.tns,B size: (1024 x 512 x 64 x 128), 52834100 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c256.tns,B size: (1024 x 256 x 64 x 256), 49921940 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c512.tns,B size: (1024 x 128 x 64 x 512), 47147500 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c1024.tns,B size: (1024 x 64 x 64 x 1024), 44068804 bytes
k16_0.899_0.537_0.537_0.539_c862-r64_c2048.tns,B size: (1024 x 32 x 64 x 2048), 40574780 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c4.tns,c size: (128 x 4), 4104 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c8.tns,c size: (128 x 8), 8200 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c16.tns,c size: (128 x 16), 16392 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c32.tns,c size: (128 x 32), 32776 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c64.tns,c size: (128 x 64), 65544 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c128.tns,c size: (128 x 128), 131080 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c256.tns,B size: (512 x 256 x 128 x 256), 48892156 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c512.tns,B size: (512 x 128 x 128 x 512), 46619788 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c1024.tns,B size: (512 x 64 x 128 x 1024), 43802564 bytes
k16_0.899_0.537_0.537_0.539_c862-r128_c2048.tns,B size: (512 x 32 x 128 x 2048), 40439612 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c4.tns,c size: (256 x 4), 8200 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c8.tns,c size: (256 x 8), 16392 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c16.tns,c size: (256 x 16), 32776 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c32.tns,c size: (256 x 32), 65544 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c64.tns,c size: (256 x 64), 131080 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c128.tns,c size: (256 x 128), 262152 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c256.tns,c size: (256 x 256), 524296 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c512.tns,B size: (256 x 128 x 256 x 512), 46355596 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c1024.tns,B size: (256 x 64 x 256 x 1024), 43669444 bytes
k16_0.899_0.537_0.537_0.539_c862-r256_c2048.tns,B size: (256 x 32 x 256 x 2048), 40372028 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c4.tns,c size: (512 x 4), 16392 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c8.tns,c size: (512 x 8), 32776 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c16.tns,c size: (512 x 16), 65544 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c32.tns,c size: (512 x 32), 131080 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c64.tns,c size: (512 x 64), 262152 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c128.tns,c size: (512 x 128), 524296 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c256.tns,c size: (512 x 256), 1048584 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c512.tns,c size: (512 x 512), 2097160 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c1024.tns,B size: (128 x 64 x 512 x 1024), 43602884 bytes
k16_0.899_0.537_0.537_0.539_c862-r512_c2048.tns,B size: (128 x 32 x 512 x 2048), 40338236 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c4.tns,c size: (1024 x 4), 32776 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c8.tns,c size: (1024 x 8), 65544 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c16.tns,c size: (1024 x 16), 131080 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c32.tns,c size: (1024 x 32), 262152 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c64.tns,c size: (1024 x 64), 524296 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c128.tns,c size: (1024 x 128), 1048584 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c256.tns,c size: (1024 x 256), 2097160 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c512.tns,c size: (1024 x 512), 4194312 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c1024.tns,c size: (1024 x 1024), 8388616 bytes
k16_0.899_0.537_0.537_0.539_c862-r1024_c2048.tns,B size: (64 x 32 x 1024 x 2048), 40321340 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c4.tns,c size: (2048 x 4), 65544 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c8.tns,c size: (2048 x 8), 131080 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c16.tns,c size: (2048 x 16), 262152 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c32.tns,c size: (2048 x 32), 524296 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c64.tns,c size: (2048 x 64), 1048584 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c128.tns,c size: (2048 x 128), 2097160 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c256.tns,c size: (2048 x 256), 4194312 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c512.tns,c size: (2048 x 512), 8388616 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c1024.tns,c size: (2048 x 1024), 16777224 bytes
k16_0.899_0.537_0.537_0.539_c862-r2048_c2048.tns,c size: (2048 x 2048), 33554440 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c4.tns,c size: (4 x 4), 136 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c8.tns,c size: (4 x 8), 264 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c16.tns,B size: (16384 x 4096 x 4 x 16), 68273688 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c32.tns,c size: (4 x 32), 1032 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c64.tns,B size: (16384 x 1024 x 4 x 64), 66058880 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c128.tns,B size: (16384 x 512 x 4 x 128), 63733152 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c256.tns,B size: (16384 x 256 x 4 x 256), 60188096 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c512.tns,B size: (16384 x 128 x 4 x 512), 55348880 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c1024.tns,B size: (16384 x 64 x 4 x 1024), 49572672 bytes
k16_0.899_0.537_0.537_0.536_c862-r4_c2048.tns,B size: (16384 x 32 x 4 x 2048), 43661448 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c4.tns,c size: (8 x 4), 264 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c8.tns,c size: (8 x 8), 520 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c16.tns,B size: (8192 x 4096 x 8 x 16), 67565696 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c32.tns,B size: (8192 x 2048 x 8 x 32), 66301256 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c64.tns,B size: (8192 x 1024 x 8 x 64), 64229864 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c128.tns,B size: (8192 x 512 x 8 x 128), 61126456 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c256.tns,B size: (8192 x 256 x 8 x 256), 56945528 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c512.tns,B size: (8192 x 128 x 8 x 512), 51981880 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c1024.tns,B size: (8192 x 64 x 8 x 1024), 46749552 bytes
k16_0.899_0.537_0.537_0.536_c862-r8_c2048.tns,B size: (8192 x 32 x 8 x 2048), 41756968 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c4.tns,c size: (16 x 4), 520 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c8.tns,c size: (16 x 8), 1032 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c16.tns,c size: (16 x 16), 2056 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c32.tns,B size: (4096 x 2048 x 16 x 32), 64495672 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c64.tns,B size: (4096 x 1024 x 16 x 64), 61650432 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c128.tns,B size: (4096 x 512 x 16 x 128), 57926336 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c256.tns,B size: (4096 x 256 x 16 x 256), 53626360 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c512.tns,B size: (4096 x 128 x 16 x 512), 49202920 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c1024.tns,B size: (4096 x 64 x 16 x 1024), 44880264 bytes
k16_0.899_0.537_0.537_0.536_c862-r16_c2048.tns,B size: (4096 x 32 x 16 x 2048), 40699320 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c4.tns,c size: (32 x 4), 1032 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c8.tns,c size: (32 x 8), 2056 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c16.tns,c size: (32 x 16), 4104 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c32.tns,c size: (32 x 32), 8200 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c64.tns,B size: (2048 x 1024 x 32 x 64), 58476400 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c128.tns,B size: (2048 x 512 x 32 x 128), 54638168 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c256.tns,B size: (2048 x 256 x 32 x 256), 50874376 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c512.tns,B size: (2048 x 128 x 32 x 512), 47353520 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c1024.tns,B size: (2048 x 64 x 32 x 1024), 43839560 bytes
k16_0.899_0.537_0.537_0.536_c862-r32_c2048.tns,B size: (2048 x 32 x 32 x 2048), 40159352 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c4.tns,c size: (64 x 4), 2056 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c8.tns,c size: (64 x 8), 4104 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c16.tns,c size: (64 x 16), 8200 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c32.tns,c size: (64 x 32), 16392 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c64.tns,c size: (64 x 64), 32776 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c128.tns,B size: (1024 x 512 x 64 x 128), 51913832 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c256.tns,B size: (1024 x 256 x 64 x 256), 49041608 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c512.tns,B size: (1024 x 128 x 64 x 512), 46321432 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c1024.tns,B size: (1024 x 64 x 64 x 1024), 43307816 bytes
k16_0.899_0.537_0.537_0.536_c862-r64_c2048.tns,B size: (1024 x 32 x 64 x 2048), 39889024 bytes
k16_0.899_0.537_0.537_0.536_c862-r128_c4.tns,c size: (128 x 4), 4104 bytes
k16_0.899_0.537_0.537_0.536_c862-r128_c8.tns,c size: (128 x 8), 8200 bytes
k16_0.899_0.537_0.537_0.536_c862-r128_c16.tns,c size: (128 x 16), 16392 bytes
k16_0.899_0.537_0.537_0.536_c862-r128_c32.tns,c size: (128 x 32), 32776 bytes
k16_0.899_0.537_0.537_0.536_c862-r128_c64.tns,c size: (128 x 64), 65544 bytes
